ENTITY_ID,CALL_ID,VERSION_ID,DATE,CALL_NAME,COMPANY_NAME,CONSUMER_STRENGTH_EXTRACT_FILT_MD,CONSUMER_WEAKNESS_EXTRACT_FILT_MD,CONSUMER_REDUCED_SPENDING_PATTERNS_EXTRACT_FILT_MD,CONSUMER_STRENGTH_EXTRACT_FILT_QA,CONSUMER_WEAKNESS_EXTRACT_FILT_QA,CONSUMER_REDUCED_SPENDING_PATTERNS_EXTRACT_FILT_QA,INCREASED_CONSUMPTION_EXTRACT_FILT_MD,INCREASED_CONSUMPTION_EXTRACT_FILT_QA,REDUCED_CONSUMPTION_EXTRACT_FILT_MD,REDUCED_CONSUMPTION_EXTRACT_FILT_QA
0FPWZZ-E,3113489,7582738,2024-10-29 00:00:00.000,Q3 2024 Earnings Call,"Alphabet, Inc.","[
  ""By any measure, token volume, API calls, consumer usage, business adoption, usage of the Gemini models is in a period of dramatic growth, and our teams are actively working on performance improvements and new capabilities for our range of models."",
  ""We have seen customer adoption of our Mandiant Powered Threat Deduction increased 4x over the last six quarters."",
  ""Search and other revenues grew 12% year-on-year, led by growth in the financial services vertical due to strength in insurance followed by retail.""
]",[],[],[],[],[],"[
  ""By any measure, token volume, API calls, consumer usage, business adoption, usage of the Gemini models is in a period of dramatic growth, and our teams are actively working on performance improvements and new capabilities for our range of models."",
  ""We have seen strong demand for these devices, and they've already received multiple awards."",
  ""Search and other revenues grew 12% year-on-year, led by growth in the financial services vertical due to strength in insurance followed by retail."",
  ""The robust performance of Search was broad-based across verticals, led by the financial services vertical due to strength in insurance followed by retail."",
  ""As Philipp mentioned, we're seeing strong momentum in YouTube, including robust growth in watch time across the platform and are excited about the new features and products we're bringing to creators.""
]","[
  ""We've definitely scaled and particularly scale paid rights and definitely surprised us on the positive in terms of how much consumers are loving the experience from a safety standpoint, privacy standpoint, reliability standpoint, et cetera.""
]",[],[]
000XNY-E,3066104,7418779,2024-07-23 00:00:00.000,Q2 2024 Earnings Call,Texas Instruments Incorporated,[],[],[],[],[],[],[],"[
  ""But all of these have now corrected and Q2 was a good quarter for our business, and I believe we are now shipping to end demand, meaning customers have stopped managing their inventories over there.""
]",[],"[
  ""First, I would say that in China, there is a very distinct signal that customers have walked down their inventories and we've seen that spreading through at times with the markets.""
]"
000C7R-E,2975391,7471170,2024-08-15 00:00:00.000,Q3 2024 Earnings Call,"Applied Materials, Inc.","[
  ""From a business perspective, customer factory utilization continued to strengthen during the quarter across memory, foundry-logic and advanced packaging.""
]",[],[],"[
  ""Very good traction with customers.""
]",[],[],"[
  ""We expect demand for our integrated products to continue growing both at the leading-edge and from our ICAPS customers who are serving specialty markets.""
]","[
  ""And then also ICAPS, you said the demand is pretty strong in China."",
  ""And then even bigger picture, this overall pattern would seem to suggest a pretty favorable year-over-year compare moving into 2025 when you think about the type of spending, Gate-All-Around and expansions being discussed."",
  ""Very good traction with customers.""
]",[],[]
000KQ5-E,3109732,7570362,2024-10-23 00:00:00.000,Q3 2024 Earnings Call,"NextEra Energy, Inc. NextEra Energy, Inc.",[],[],[],"[
  ""So I think this is, again, robust sign of a significant broad-based demand.""
]",[],[],"[
  ""FPL's third quarter retail sales increased 1% from the prior year comparable period."",
  ""FPL grew retail sales by roughly 1.6% on a weather-normalized basis, offset by milder weather.""
]","[
  ""So I think this is, again, robust sign of a significant broad-based demand.""
]",[],"[
  ""Customer supply was a negative $0.10 year-over-year drag and I know last quarter, it was minus $0.03 as well, although it was positive in the first quarter."",
  ""I think that if you take a step back and you think about what's happening in our industry and you know as well as many of us on the call, the change in demand is significant and it has changed rapidly over the last couple of years.""
]"
000R3K-E,2860843,7406421,2024-07-16 00:00:00.000,Q2 2024 Earnings Call,Bank of America Corp.,"[
  ""Our organic growth continues to add customers and activity to all our businesses, even as we see the trough in net interest income this quarter."",
  ""Card and service charge revenue also grew by 6% year-over-year in our consumer business."",
  ""Consumer-led the way in delivering solid organic growth with high-quality accounts and engaged clients."",
  ""One of the important contributors to that change is the positive behaviors of our customers."",
  ""Our second quarter performance highlights Bank of America's ability to generate strong, sustainable growth through a combination of customer centric strategies, innovation, strategic investments, and a commitment to strong balance of risk and reward."",
  ""Middle Market lending saw an uptick in the quarter, and we saw good demand in our wealth businesses from customer lending."",
  ""Consumer growth was driven by credit card borrowing and while home lending balances were flattish, originations picked up a bit this quarter."",
  ""For the quarter, consumer earned $2.6 billion on continued strong organic growth and reported earnings declined 9% year-over-year as revenue declined from lower deposit balances compared to the second quarter of last year."",
  ""Customer activity showed another strong quarter."",
  ""Net new checking growth, another strong period of card openings, and investment balances for consumer clients which climbed 23% year-over-year through a new record $476 billion."",
  ""Moving to Wealth Management on slide 15, we produced good results and those included good organic client activity, market favorability, and strong AUM flows, and this quarter also saw good lending results.""
]",[],[],[],[],[],"[
  ""Card and service charge revenue also grew by 6% year-over-year in our consumer business."",
  ""Consumer-led the way in delivering solid organic growth with high-quality accounts and engaged clients."",
  ""For the 22 consecutive quarter, we had significant net new consumer checking accounts."",
  ""One of the important contributors to that change is the positive behaviors of our customers."",
  ""Consumer growth was driven by credit card borrowing and while home lending balances were flattish, originations picked up a bit this quarter."",
  ""Highlighting the change in direction of delinquencies, consumer 90 day plus delinquencies declined in 2Q by $57 million."",
  ""For the quarter, consumer earned $2.6 billion on continued strong organic growth and reported earnings declined 9% year-over-year as revenue declined from lower deposit balances compared to the second quarter of last year."",
  ""Customer activity showed another strong quarter."",
  ""Net new checking growth, another strong period of card openings, and investment balances for consumer clients which climbed 23% year-over-year through a new record $476 billion.""
]","[
  ""So when you think of all the consumer, I think 60 odd basis points or something, that's driven by the fact that we have 40-odd million transactional, primary checking accounts that is growing at 1 million a year, multiple years in a row, 900,000, 1 million a year that are maturing from $3,000 up to $7,000 or $8,000 in balances as people mature their relationship with us.""
]","[
  ""Turning to slide 5, in previous calls, many of you've asked questions or commented upon the question about consumer net charge-offs and when would they stabilize in the second half of 2024."",
  ""Consumer net charge-offs increased by a modest $31 million versus the first quarter, from the flow through of higher late stage credit card delinquencies from Q1.""
]","[
  ""Remember, if you think about all the charge-offs that's the dominant part of it on the consumer side by a lot and then the commercial, we spoke to the question of CRE office which has been dropped quarter-to-quarter and we expect the second half to be better also.""
]"
000RGR-E,2819251,7400906,2024-07-12 00:00:00.000,Q2 2024 Earnings Call,Wells Fargo & Co.,"[
  ""Consumers have benefited from the strong labor market and wage increases."",
  ""The performance of our consumer auto portfolio continued to improve, reflecting prior credit tightening actions, and we had net recoveries in our home lending portfolio."",
  ""We continue to have strong growth in mobile users, with active mobile customers up 6% from a year ago."",
  ""We saw positive trends including average deposit balances growing from the first quarter with growth in all of our customer-facing businesses, including within our consumer business.""
]","[
  ""Turning to our operating segments, starting with Consumer Banking and Lending on slide 11, Consumer Small and Business Banking revenue declined 5% from a year ago driven by lower deposit balances and the impact of customers migrating to higher-yielding deposit products.""
]",[],[],"[
  ""We are seeing cash sorting slow in the Wealth business just like we're seeing that in the Consumer business, so this is not a reaction to that in any way.""
]",[],"[
  ""Consumers have benefited from the strong labor market and wage increases."",
  ""The performance of our consumer auto portfolio continued to improve, reflecting prior credit tightening actions, and we had net recoveries in our home lending portfolio."",
  ""The momentum in this business is demonstrated by continued strong credit card spend and new account growth."",
  ""We continue to have strong growth in mobile users, with active mobile customers up 6% from a year ago."",
  ""We saw positive trends including average deposit balances growing from the first quarter with growth in all of our customer-facing businesses, including within our consumer business."",
  ""Both debit and credit card spend increased from a year ago.""
]",[],"[
  ""Average commercial and consumer loans were both down from the first quarter."",
  ""Balanced growth in our credit card portfolio was more than offset by declines across our other consumer portfolios."",
  ""Customer migration to higher-yielding alternatives was also lower in the quarter."",
  ""Consumer net loan charge-offs increased $25 million from the first quarter to 88 basis points of average loans."",
  ""Turning to our operating segments, starting with Consumer Banking and Lending on slide 11, Consumer Small and Business Banking revenue declined 5% from a year ago driven by lower deposit balances and the impact of customers migrating to higher-yielding deposit products.""
]","[
  ""Is it seasonal in the second quarter that that line of business just gets soft or is it the higher rate environment where customers are just leaving more cash in – more assets in cash because they're getting 5% or so?"",
  ""We are seeing cash sorting slow in the Wealth business just like we're seeing that in the Consumer business, so this is not a reaction to that in any way.""
]"
000YMS-E,3040666,7471073,2024-08-15 00:00:00.000,Q2 2025 Earnings Call,"Walmart, Inc. Walmart, Inc. Walmart, Inc. Walmart, Inc.","[
  ""Across categories, we're providing low prices and winning customer consideration, including in general merchandise, with Walmart US comp sales growth in hardlines, home and fashion."",
  ""eCommerce sales in Walmart US were up 22% and weekly active customers increased 20%."",
  ""Across markets, sales were strongest in food and consumables categories, and we're encouraged that general merchandise growth has improved year-over-year."",
  ""Sales in fashion, toys, hardlines and home all grew more than 20%."",
  ""Our client base has increased nearly 200% versus last year, as we launched new tools and enter new markets, including the expansion of our Walmart Luminate product in Mexico in May.""
]",[],"[
  ""Customers continue to be discerning and choiceful, looking for value to maximize their budgets while leaning into seasonal celebrations.""
]","[
  ""We have strength in food and consumables.""
]",[],[],"[
  ""In China, strong membership trends and Sam's Club continue to drive double-digit sales growth, and about half of our sales there are digital."",
  ""Food continues to be strong and it's encouraging to see improvements in general merchandise."",
  ""Walmart US marketplace sales grew 32% for the quarter."",
  ""As it relates to the customer or member experience, eCommerce sales grew about 20% for each segment and 21% overall."",
  ""In Walmart US, comp sales growth of 4.2% was driven primarily by strong traffic and unit growth across both stores and digital channels."",
  ""Across categories, we're providing low prices and winning customer consideration, including in general merchandise, with Walmart US comp sales growth in hardlines, home and fashion."",
  ""We're also seeing higher engagement across income cohorts, with upper-income households continuing to account for the majority of gains, even while we grow sales and share among middle and lower-income households."",
  ""We're seeing private brand penetration continue to increase, and we're highly encouraged by customer uptake of our new food brand, bettergoods, and the early excitement surrounding the relaunch of our young adult fashion brand, No Boundaries."",
  ""eCommerce sales in Walmart US were up 22% and weekly active customers increased 20%."",
  ""Store-fulfilled delivery was up about 50% in Q2, with customers increasingly choosing and paying for delivery of their eCommerce orders in under one hour or under three hours."",
  ""Across markets, sales were strongest in food and consumables categories, and we're encouraged that general merchandise growth has improved year-over-year."",
  ""eCommerce sales in our international markets were up 18%."",
  ""Customers are responding favorably to the increased convenience as we scale pickup and delivery capabilities."",
  ""And in India, Flipkart grocery grew over 50% while providing next day delivery in over 200 cities."",
  ""Sales in fashion, toys, hardlines and home all grew more than 20%."",
  ""Within data analytics and insights, Walmart Data Ventures continues to see strong results as clients value the insights we provide, bringing together consumer behavior with omnichannel sales and inventory trends across our platform."",
  ""Our client base has increased nearly 200% versus last year, as we launched new tools and enter new markets, including the expansion of our Walmart Luminate product in Mexico in May.""
]","[
  ""In your remarks, you mentioned that you aren't experiencing a weaker consumer."",
  ""And so, starting late in the first quarter, we decided intentionally to increase our marketing investment to tell the story to our customers about all the things that we can do for them, which has led to what we feel good about are some really important early positive signs in general merchandise, including unit growth, which led to the results we talked about at the end of the quarter."",
  ""We have strength in food and consumables."",
  ""And as it relates to higher income people, they can buy more discretionary goods and they can pay more for convenience and we're offering all of it."",
  ""I think the Walmart+ membership, delivery, the things we're doing with remodels, John, in the US stores, I think all these things are coming together to give us a shot at continuing to have growth with higher income levels regardless of what happens in the economy."",
  ""With respect to general merchandise, I'll make a couple comments and maybe John or Doug wants to jump in, but we like what we're seeing in general merchandise.""
]","[
  ""And while we have not seen any additional fraying of consumer health in our business, other economic data out there, as well as the state of affairs globally, would suggest that it's prudent to remain appropriately cautious with our outlook.""
]","[
  ""About 50% of our customers still say they have a lot of shopping left to do."",
  ""We do see behavior differences in the lower income levels, more focused on opening price points, end of month behavior looks different, all the things that you would expect, but they still need us for general merchandise price points.""
]"
000TBT-E,3101052,7582840,2024-10-29 00:00:00.000,Q3 2024 Earnings Call,Pfizer Inc.,[],[],[],[],[],[],"[
  ""Demand continued to increase for Xtandi."",
  ""Our market share of sales to retailers and clinics out of wholesalers has exceeded 50% for the quarter and our market share of shots in arms in the retail setting has increased for nine consecutive weeks through mid-October, currently reaching 43%.""
]",[],[],[]
000DFY-E,3114274,7585233,2024-10-30 00:00:00.000,Q3 2024 Earnings Call,"Caterpillar, Inc.","[
  ""Customer product utilization remains high, the number of parked trucks remains relatively low, the age of the fleet remains elevated, and our autonomous solutions continue to see strong customer acceptance."",
  ""Our customers' financial health is strong."",
  ""Our retail new business volume increased by 17% versus the prior year, supported by our financing packages for customers choosing to buy Caterpillar equipment.""
]",[],"[
  ""Sales to users declined in EAME primarily due to ongoing weakness in construction activity in Europe."",
  ""In Construction Industries, we expect lower sale to users in the fourth quarter but remain positive about the longer-term demand outlook."",
  ""Sales and revenues decreased by 4% compared to the prior year primarily impacted by lower sales volume as a result of lower sales to users and impacts from changes in dealer inventories."",
  ""This is impacted by lower sales to users, which Jim mentioned, along with unfavorable price realization."",
  ""In Resource Industries, we expect slightly lower sales impacted by lower sales to users versus a strong fourth quarter of 2023.""
]","[
  ""Obviously, retail sales were up a little bit.""
]",[],[],"[
  ""Energy & Transportation continue to grow as sales to users increased 5%."",
  ""Our customers' financial health is strong."",
  ""Our retail new business volume increased by 17% versus the prior year, supported by our financing packages for customers choosing to buy Caterpillar equipment."",
  ""We also continue to see healthy demand for used equipment, and inventories remain at low levels.""
]","[
  ""Obviously, retail sales were up a little bit."",
  ""And in today's call, I mean, you mentioned some of the strong demand you're seeing in the recip side and capacity expansion, et cetera.""
]","[
  ""Compared to the third quarter of 2023, overall sales to users decreased 6%."",
  ""Compared to our expectations, sales to users were lower than expected, impacted by rental fleet loading."",
  ""Sales to users declined in EAME primarily due to ongoing weakness in construction activity in Europe."",
  ""In Construction Industries, we expect lower sale to users in the fourth quarter but remain positive about the longer-term demand outlook."",
  ""Although we have lowered our expectations for sales to users in the fourth quarter, primarily due to lower rental fleet loading, dealer rental revenue continues to grow."",
  ""In EAME, we anticipate that weak economic conditions in Europe will continue, partially offset by continued healthy construction demand in the Middle East."",
  ""Customers continue to display capital discipline."",
  ""Industrial demand has continued to remain at a relatively low level compared to 2023."",
  ""Sales and revenues decreased by 4% compared to the prior year primarily impacted by lower sales volume as a result of lower sales to users and impacts from changes in dealer inventories."",
  ""Though Caterpillar's retail machine sales volume was lower, proportionally more sales are being financed through Cat Financial, which highlights the attractiveness of the financing options we are offering to our customers."",
  ""This is impacted by lower sales to users, which Jim mentioned, along with unfavorable price realization.""
]","[
  ""So our customers are displaying capital discipline, but we certainly are bullish about the long term.""
]"
00208X-E,3078039,7488613,2024-08-28 00:00:00.000,Q2 2025 Earnings Call,NVIDIA Corp.,[],[],[],[],[],[],"[
  ""Customers continue to accelerate their Hopper architecture purchases while gearing up to adopt Blackwell."",
  ""Demand for Blackwell platforms is well above supply, and we expect this to continue into next year."",
  ""We saw sequential growth in console, notebook, and desktop revenue, and demand is strong and growing and channel inventory remains healthy.""
]","[
  ""But it seems like Hopper demand is also really strong."",
  ""The demand for Hopper is really strong, and it's true."",
  ""The demand for Blackwell is incredible.""
]",[],[]
000C7F-E,3106917,7589491,2024-10-31 00:00:00.000,Q4 2024 Earnings Call,"Apple, Inc.","[
  ""We continue to see high levels of customer satisfaction for the iPhone 15 family, with 451 Research recently measuring it at 98% in the US."",
  ""And in the latest reports from 451 Research, customer satisfaction was 95% in the US."",
  ""Also, customer satisfaction was recently measured at 97% in the US."",
  ""And we see increased customer engagement with our Services offerings.""
]",[],[],[],[],[],"[
  ""We continue to see high levels of customer satisfaction for the iPhone 15 family, with 451 Research recently measuring it at 98% in the US."",
  ""Customers have been loving the performance of Apple silicon on Mac, and we are very excited to bring the latest M4 family of chips to the lineup."",
  ""And in the latest reports from 451 Research, customer satisfaction was 95% in the US."",
  ""Also, customer satisfaction was recently measured at 97% in the US."",
  ""And the latest reports from 451 Research indicated customer satisfaction of 96% for Watch in the US."",
  ""And we see increased customer engagement with our Services offerings."",
  ""Turning to enterprise, we continue to see strong demand across our products and services.""
]","[
  ""I think each of the last four years, you've exited the December quarter with iPhone demand outpacing supply."",
  ""The level of new customers that we have buying the products like Mac and iPad are well over 50%.""
]",[],[]
000DWY-E,3061988,7445756,2024-07-23 00:00:00.000,Q2 2024 Earnings Call,The Coca-Cola Co.,[],"[
  ""In China, consumer confidence remained subdued."",
  ""As we look forward to the second half of the year, the external backdrop remains uncertain including some signs of pressure in various consumer segments across developed markets.""
]","[
  ""In China, consumer confidence remained subdued."",
  ""In Europe, we saw pressure in our away from home business due to some reduced foot traffic and adverse weather in Western Europe."",
  ""As we look forward to the second half of the year, the external backdrop remains uncertain including some signs of pressure in various consumer segments across developed markets.""
]","[
  ""Firstly, overall, it'd be fair to say that the consumer sentiment in the aggregate is actually pretty strong, pretty resilient."",
  ""So broad-based growth, some hotspots in terms of demand up/demand down, but overall resilience for the consumer.""
]",[],"[
  ""It'd be helpful to get an update on North America given questions around consumer spending."",
  ""So definitely, there's a piece of the lower income consumers which are either going out slightly less or when they do go somewhere, they're looking for greater value through combo meals."",
  ""But the – strong programs but not yet enough to offset the weather in some of the countries and the same general effect is the US in terms of the lower income consumers seeking value and doing less away-from-home trips.""
]","[
  ""Our business in India recovered nicely from a slower start to the year driven by Sprite and Fanta as well as strong local brands such as Thums Up and Maaza."",
  ""fairlife and trademark Coke finished number one and number two as the at-home retail sales growth leaders for the industry during the quarter."",
  ""Coca-Cola Zero Sugar had a standup quarter with over 20% volume growth and we're continuing to take integrated execution to the next level by increasing investment behind cold drink equipment to win share of visible inventory and create additional consumer demand.""
]","[
  ""Firstly, overall, it'd be fair to say that the consumer sentiment in the aggregate is actually pretty strong, pretty resilient."",
  ""So broad-based growth, some hotspots in terms of demand up/demand down, but overall resilience for the consumer."",
  ""The standouts in terms of growth, clearly – well, actually what's interesting is actually if you look at the Nielsen universe and you look at which two trademarks provided most dollar retail growth in Q2, and the answer is fairlife and Coca-Cola.""
]","[
  ""In China, consumer confidence remained subdued."",
  ""In Europe, we saw pressure in our away from home business due to some reduced foot traffic and adverse weather in Western Europe."",
  ""As we look forward to the second half of the year, the external backdrop remains uncertain including some signs of pressure in various consumer segments across developed markets.""
]","[
  ""It'd be helpful to get an update on North America given questions around consumer spending."",
  ""So definitely, there's a piece of the lower income consumers which are either going out slightly less or when they do go somewhere, they're looking for greater value through combo meals."",
  ""And so the immediate consumption packs have been growing slower there."",
  ""But the – strong programs but not yet enough to offset the weather in some of the countries and the same general effect is the US in terms of the lower income consumers seeking value and doing less away-from-home trips.""
]"
000C7R-E,2975390,7623232,2024-11-14 00:00:00.000,Q4 2024 Earnings Call,"Applied Materials, Inc.",[],[],"[
  ""Lastly, our Display business generated revenue of $211 million, in line with our expectations, as the industry experienced lower investment levels amidst ongoing weakness in end market demand.""
]",[],[],[],[],"[
  ""I think most people expect HBM to continue to be strong spending.""
]","[
  ""Lastly, our Display business generated revenue of $211 million, in line with our expectations, as the industry experienced lower investment levels amidst ongoing weakness in end market demand.""
]",[]
000BJT-E,3086366,7512508,2024-09-12 00:00:00.000,Q3 2024 Earnings Call,Adobe Inc.,"[
  ""Overall, we're delighted to see customer excitement and adoption for our AI solutions continue to grow and we have now surpassed 12 billion Firefly-powered generations across Adobe tools."",
  ""Q3 Document Cloud growth drivers included: usage and MAU growth across Adobe Reader and Acrobat; usage and MAU growth via third party ecosystems, including Google Chrome and Microsoft Edge extensions, which are driving free-to-paid conversion; demand for Acrobat desktop and mobile subscriptions across all customer segments and geographies; strength in monetization of our AI Assistant with new Acrobat subscriptions; strength in SMBs driven by our reseller partner network; and strength in enterprise and public sector sales, with a number of large deals closing in the quarter.""
]",[],[],"[
  ""But in addition to consumption, we're now expanding, because these conversations that happen with these documents are inherently about getting some insight and then sharing that insight.""
]",[],[],[],"[
  ""But in addition to consumption, we're now expanding, because these conversations that happen with these documents are inherently about getting some insight and then sharing that insight."",
  ""And that's really what you're starting to see in the numbers we shared with strong usage at 70% year-over-year, cumulative exports, strong business momentum with over 1,500 businesses sold, and really great – our best back-to-school season ever with millions of students now enabled on it.""
]",[],"[
  ""And will consumption you think – as we start to turn the year, can consumption contribute to ARR growth as we look at FY 2025, because I think there's pervasive fears that the state of competition may in fact limit your ability to turn on that monetization, if you will, from either consumption or price.""
]"
000F9X-E,3058089,7530660,2024-09-26 00:00:00.000,Q4 2024 Earnings Call,Costco Wholesale Corp.,"[
  ""Traffic or shopping frequency increased 6.4% worldwide and 5.6% in the US.""
]",[],[],"[
  ""I think the encouraging thing for us is, as you know, as you look at our trends in the year-to-date, we have seen that as inflation has dissipated, our members have started to spend more on nonfood items, which is really encouraging in our mind.""
]",[],"[
  ""On the food side of things, we've definitely seen some signals that would suggest that members and consumers in general are maybe shifting a little bit of spend from food away from home to food at home.""
]","[
  ""Finally e-commerce comp sales were up 18.9% or 19.5% adjusted for FX."",
  ""Traffic or shopping frequency increased 6.4% worldwide and 5.6% in the US."",
  ""We ended Q4 with 76.2 million paid household members, up 7.3% versus last year, and 136.8 million cardholders up 7% year-over-year."",
  ""E-commerce benefited from strong sales growth, item mix and fulfilment productivity, and gas margins benefited from some moderate tailwinds and lapping a slightly weaker quarter last year, but nothing as significant to the benefit in Q1 2024 as a result of the volatility from world events in that quarter."",
  ""Health and beauty aids also performed well, as we have expanded and elevated that category with new high-end SKUs both online and in warehouse, including assorted luxury fragrances at a 30% to 70% value to retail."",
  ""Our optical department also performed well, as more members have taken advantage of the exceptional values in brand-name frames and sunglasses."",
  ""E-commerce traffic, conversion rates, and average order value were all up year-over-year, helping to drive another strong quarter of comparable sales growth."",
  ""While continued strength in bullion was a meaningful tailwind to e-commerce comps, appliances, health and beauty aids, tires, toys, gift cards, hardware, housewares, home furnishings, optical and pharmacy all grew double-digits year-over-year."",
  ""And adjusting for the extra week, gross sales grew nearly 40% year-over-year.""
]","[
  ""Just wanted to ask about e-commerce, obviously continued strength there."",
  ""E-commerce actually has been a nice trend that we've seen for the last couple of quarters."",
  ""We've been really pleased with the momentum in e-commerce."",
  ""Of course, the headline sales growth has been very positive which is a great starting point, but then the team's done a really nice job of improving fulfillment efficiency and driving better sell-through in terms of the product and the inventory management as well."",
  ""As I mentioned on the prepared remarks, we've seen really good growth, really balanced across the board around e-commerce growth."",
  ""So e-commerce has been sort of a sustained trend that we've been pleased with the last couple of quarters."",
  ""That's something that is very clearly coming through in our insights and how we're seeing our members shop."",
  ""I think the encouraging thing for us is, as you know, as you look at our trends in the year-to-date, we have seen that as inflation has dissipated, our members have started to spend more on nonfood items, which is really encouraging in our mind.""
]",[],"[
  ""That's something that is very clearly coming through in our insights and how we're seeing our members shop."",
  ""On the food side of things, we've definitely seen some signals that would suggest that members and consumers in general are maybe shifting a little bit of spend from food away from home to food at home.""
]"
000TSD-E,3076048,7451715,2024-08-06 00:00:00.000,Q2 2024 Earnings Call,Progressive Corp.,[],[],[],"[
  ""It's been a high inflationary trend that's abating, which is great for our customers.""
]",[],[],"[
  ""The 2023 number is a clear indication of the elevated amount of ambient shopping last year."",
  ""You can see that based on this data, Progressive media spending is considerably higher than others.""
]","[
  ""Yeah, I think, we're still seeing a lot of ambient shopping and there are some people, there's some of our competitors that are still getting a fair amount of rate, which will continue to have shopping as we talked about, both with our sort of our prospects and conversion."",
  ""So, we can't necessarily control that, but we think there's a lot of shopping out there, a lot of people just kind of making sure they shop, because rates have been so volatile.""
]","[
  ""Despite spending below 2019 levels, we sold more Direct new policies than in any year in our history."",
  ""This is because rates were rising across the industry, prompting customers to shop at and eventually purchase from Progressive.""
]","[
  ""I guess, looking at the consumer landscape, it's clearly changing, the younger generation more online, more media, more social media, things like that."",
  ""So, we can't necessarily control that, but we think there's a lot of shopping out there, a lot of people just kind of making sure they shop, because rates have been so volatile.""
]"
